,Avg Length,Avg GC,Avg KPK
ELOVL6,1563.0,0.451784406898,999.590573989
ELOVL7,2154.57142857,0.407997273636,999.245577226
ELP2,1302.0,0.440805898321,999.714431687
ELP3,1480.21052632,0.466001194172,1000.0
ELP4,1646.25,0.428083984089,999.871597329
ELP5,1058.66666667,0.562464638116,1000.0
ELP6,777.8,0.544579699805,999.865861838
ELSPBP1,704.666666667,0.463492931266,1000.0
ELTD1,2014.0,0.370561966512,998.861372047
EMB,2160.2,0.377265671549,1000.0
EMBP1,1909.0,0.470423336575,1000.0
EMC1,1995.35714286,0.50317154201,998.833520108
EMC10,2334.375,0.620022316742,995.293969101
EMC2,963.285714286,0.386042419001,999.632623071
EMC3,1317.4,0.488688730796,997.132175363
EMC3-AS1,941.5,0.510150729135,976.528019858
EMC4,859.076923077,0.491395669327,998.704832813
EMC6,707.5,0.581646187795,1000.0
EMC7,712.25,0.465351298842,1000.0
EMC8,1269.33333333,0.547068400103,999.429434085
EMC9,756.428571429,0.584696755911,1000.0
EMCN,1110.5,0.398817563802,999.801143425
EMD,918.333333333,0.594056532323,996.632071632
EME1,1324.0,0.503845780819,1000.0
EME2,2149.33333333,0.667603251546,1000.0
EMG1,1033.75,0.490287453859,1000.0
EMID1,1224.27272727,0.658186552765,999.456469504
EMILIN1,2587.66666667,0.67284781728,1000.0
EMILIN2,2743.0,0.622920677962,1000.0
EMILIN3,3796.0,0.628819810327,995.505023797
EML1,1227.5,0.503072193256,999.630579683
EML2,1118.67741935,0.59776605666,999.906633677
EML3,1604.16666667,0.626260736743,1000.0
EML4,2691.125,0.425376732635,999.750218968
EML5,3539.0,0.424430727556,999.964709204
EML6,2329.11111111,0.502347370019,999.479888282
EMP1,1146.33333333,0.479278166341,999.985892444
EMP2,3186.66666667,0.509052281483,994.182736219
EMP3,594.222222222,0.59969964085,1000.0
EMR1,2091.0,0.476622972642,999.568854538
EMR2,2302.15384615,0.553060250294,999.112369812
EMR3,1815.4,0.475217841696,1000.0
EMR4P,2081.0,0.47841766579,999.462933862
EMX1,1521.0,0.64167700339,1000.0
EMX2,2119.0,0.49982936579,987.659710324
EMX2OS,2493.14285714,0.505695338111,994.912326631
EN1,1453.0,0.555580936427,997.134670487
EN2,3395.0,0.533136966127,996.746524697
ENAH,2644.77777778,0.441626105308,985.915250475
ENAM,1786.25,0.429805755338,1000.0
ENC1,3020.28571429,0.527814462407,1000.0
ENDOD1,4687.0,0.454661830595,1000.0
ENDOG,1172.0,0.67747440273,1000.0
ENDOU,1727.5,0.500934227109,1000.0
ENDOV,1094.43333333,0.598941749409,992.386483457
ENG,2013.8,0.607615944262,1000.0
ENGASE,1370.0,0.612103768699,999.783174328
ENHO,1082.0,0.660813308688,1000.0
ENKD1,934.571428571,0.646825928664,1000.0
ENKUR,2096.6,0.396191892539,999.157493772
ENO1,1131.66666667,0.556605081158,1000.0
ENO1-AS1,456.0,0.489035087719,1000.0
ENO1-IT1,744.0,0.518817204301,998.630136986
ENO1P1,1304.0,0.516871165644,1000.0
ENO1P2,974.0,0.488706365503,1000.0
ENO1P3,1224.0,0.480392156863,1000.0
ENO1P4,1785.0,0.443137254902,1000.0
ENO2,1194.5,0.571056283108,996.83191946
ENO3,847.647058824,0.573275862831,991.431283821
ENO4,1895.6,0.467302093411,999.251170242
ENOPH1,1828.2,0.420640648752,1000.0
ENOSF1,1455.09090909,0.499949771736,985.086219187
ENOX1,2001.66666667,0.449022829315,998.76460018
ENOX1-AS1,3907.0,0.412592782186,998.715643463
ENOX1-AS2,609.0,0.36288998358,1000.0
ENOX2,2992.0,0.450355689388,1000.0
ENPEP,1903.2,0.389778751736,999.26335175
ENPP1,3228.5,0.451579854004,996.31959918
ENPP2,2176.66666667,0.438464028936,1000.0
ENPP3,1846.0,0.419251024694,1000.0
ENPP4,4651.0,0.344442055472,999.137373302
ENPP5,2367.66666667,0.383926959267,998.904938297
ENPP6,1453.75,0.473047590005,1000.0
ENPP7,2022.5,0.615337305866,977.867203219
ENPP7P1,999.0,0.540540540541,1000.0
ENPP7P10,933.0,0.525187566988,1000.0
ENPP7P11,627.0,0.499202551834,1000.0
ENPP7P12,631.0,0.515055467512,1000.0
ENPP7P13,259.0,0.65250965251,1000.0
ENPP7P2,943.0,0.520678685048,1000.0
ENPP7P3,241.0,0.630705394191,1000.0
ENPP7P4,1086.0,0.511049723757,1000.0
ENPP7P5,1013.0,0.538005923001,1000.0
ENPP7P6,929.0,0.526372443488,1000.0
ENPP7P8,595.666666667,0.529406525708,1000.0
ENPP7P9,627.0,0.516746411483,1000.0
ENSA,1128.42857143,0.505781144321,999.685682854
ENSAP1,326.0,0.518404907975,1000.0
ENSAP2,352.0,0.53125,1000.0
ENSAP3,333.0,0.468468468468,1000.0
ENTHD1,1582.0,0.48379472341,1000.0
ENTHD2,1171.33333333,0.654907724083,998.649559863
ENTPD1,5150.58333333,0.43887604669,997.779905497
ENTPD1-AS1,1391.91666667,0.447270213173,998.962018664
ENTPD2,1472.5,0.642998977087,998.217621571
ENTPD3,1694.25,0.493165756129,1000.0
ENTPD3-AS1,1022.5,0.469389533043,999.629080119
ENTPD4,1490.72727273,0.481386795932,998.42940656
ENTPD5,1749.0,0.474597097918,999.978551819
ENTPD6,1453.72222222,0.589803580322,1000.0
ENTPD7,2049.0,0.470735067338,1000.0
ENTPD8,1917.2,0.647438222814,1000.0
ENY2,1229.875,0.391988660098,999.882958801
EOGT,2179.4,0.424156573647,996.56317742
EOMES,2268.0,0.527017821209,997.610067796
EP300,9585.0,0.520187793427,996.761049002
EP300-AS1,457.0,0.505470459519,1000.0
EP400,5302.33333333,0.543425568898,998.2941114
EP400NL,1902.84615385,0.586940429825,999.23944017
EPAS1,1403.8,0.556770866078,1000.0
EPB41,2996.75,0.460052896673,1000.0
EPB41L1,2124.05882353,0.568979102019,1000.0
EPB41L2,2057.40625,0.453718600016,996.77271909
EPB41L3,1296.52777778,0.504141777387,1000.0
EPB41L4A,1605.81818182,0.425744489867,999.883772737
EPB41L4A-AS1,1301.5,0.483643198331,1000.0
EPB41L4A-AS2,1212.5,0.65846573996,1000.0
EPB41L4B,4903.0,0.494058093894,997.46000816
EPB41L5,2346.2,0.420034005093,997.970221788
EPB42,1700.1,0.533118489679,999.735624587
EPC1,2216.5,0.430172532266,999.263476826
EPC2,1355.0,0.402200325995,1000.0
EPCAM,1138.33333333,0.471427590819,1000.0
EPDR1,1184.75,0.525879235316,995.52382458
EPG5,4143.6,0.46657452835,999.602581102
EPGN,542.333333333,0.430049539422,1000.0
EPHA1,1394.71428571,0.565809837265,999.645515775
EPHA1-AS1,2751.0,0.433834888616,999.100719424
EPHA10,1915.54545455,0.602594849676,999.374668959
EPHA2,2007.0,0.618454062039,1000.0
EPHA3,3813.33333333,0.433571861383,999.473407056
EPHA4,1547.64285714,0.47515576351,999.855636911
EPHA5,6217.83333333,0.41994813227,999.279958119
EPHA5-AS1,581.666666667,0.496561924982,1000.0
EPHA6,1704.88888889,0.442223875579,1000.0
EPHA7,4236.5,0.384395549178,999.12223249
EPHA8,2839.33333333,0.637869947819,1000.0
EPHB1,1283.53846154,0.536083408032,998.354398354
EPHB2,2676.42857143,0.586005666416,999.857142857
EPHB3,1734.66666667,0.62345899109,998.973630191
EPHB4,2264.0,0.606842447429,998.458706918
EPHB6,2440.90909091,0.601368240918,995.251844069
EPHX1,1191.0,0.555920770684,1000.0
EPHX2,1368.75,0.53809872979,1000.0
EPHX3,1487.0,0.612559615628,1000.0
EPHX4,1219.5,0.414966517904,997.469635628
EPM2A,1571.75,0.444322632811,999.551971326
EPM2AIP1,3060.66666667,0.396434617859,999.178172255
EPN1,3308.28571429,0.598778055997,995.204621761
EPN2,1318.96296296,0.550624620495,1000.0
EPN2-AS1,1190.0,0.5,1000.0
EPN3,1206.44444444,0.625044837981,999.80104318
EPO,1330.0,0.615037593985,1000.0
EPOR,1762.5,0.63392439528,1000.0
EPPIN,2054.75,0.452884346317,1000.0
EPPIN-WFDC6,1156.0,0.43339100346,1000.0
EPPK1,15766.0,0.684911226889,538.621677008
EPRS,1889.0,0.412254397358,1000.0
EPS15,1733.33333333,0.398474862403,999.729536716
EPS15L1,1914.4375,0.543532934188,999.176817694
EPS15P1,1203.5,0.321031937642,997.81234808
EPS8,1472.41176471,0.446007501341,1000.0
EPS8L1,1262.0,0.650579194316,999.404409752
EPS8L2,1255.25806452,0.653002403012,998.422714703
EPS8L3,1097.6,0.586463177624,1000.0
EPSTI1,1547.4,0.476593798587,1000.0
EPT1,3555.8,0.441484956813,999.604912943
EPX,2708.0,0.59564254062,1000.0
EPYC,999.333333333,0.399483210053,1000.0
EQTN,755.0,0.359507173634,999.509322866
ERAL1,1115.25,0.550260461083,1000.0
ERAP1,1634.33333333,0.455569844369,1000.0
ERAP2,1838.0,0.414382844379,999.140546487
ERAS,1266.0,0.558451816746,1000.0
ERBB2,2171.86363636,0.593477562918,999.916783786
ERBB2IP,2728.29411765,0.383142329452,1000.0
ERBB3,1641.66666667,0.526593299128,998.582708744
ERBB4,4750.33333333,0.425239652439,999.025769944
ERC1,3215.24,0.477837794158,997.35895324
ERC2,1930.42857143,0.445264601137,1000.0
ERCC1,1113.64705882,0.580747768856,999.258455534
ERCC2,1585.25,0.597679855648,1000.0
ERCC3,1876.44444444,0.507951782505,999.972249972
ERCC4,1750.75,0.422480735083,998.015844361
ERCC5,1949.0,0.458947605603,1000.0
ERCC6,3107.0,0.42668870553,1000.0
ERCC6-PGBD3,3425.0,0.457083752009,1000.0
ERCC6L,4293.5,0.407690393754,996.260724777
ERCC6L2,2158.625,0.397140610338,999.642857143
ERCC8,1380.875,0.410973118687,999.926686217
EREG,2169.0,0.392427373115,996.603970742
ERF,985.571428571,0.62338213879,989.717727189
ERG,3073.3125,0.480541553522,1000.0
ERGIC1,1574.07142857,0.55074826165,999.274750546
ERGIC2,1357.16666667,0.377305560581,999.865952429
ERGIC3,896.631578947,0.545914660607,999.163693131
ERH,636.25,0.424087979653,1000.0
ERHP1,310.0,0.422580645161,1000.0
ERHP2,299.0,0.438127090301,1000.0
ERI1,1722.66666667,0.438276691676,1000.0
ERI2,1679.4,0.434747422625,1000.0
ERI3,879.0,0.575841403944,1000.0
ERI3-IT1,619.0,0.516962843296,1000.0
ERICH1,1298.45454545,0.514217019595,967.160081229
ERICH1-AS1,842.2,0.554047766601,1000.0
ERICH2,607.333333333,0.445896520258,1000.0
ERICH3,3125.4,0.414353386317,994.338092728
ERICH3-AS1,1963.66666667,0.394767579113,1000.0
ERICH4,946.0,0.496828752643,1000.0
ERICH5,1178.5,0.495418062495,1000.0
ERICH6,1206.2,0.4742234133,970.427513437
ERICH6-AS1,398.333333333,0.453073086792,1000.0
ERICH6B,1253.75,0.447825065339,969.172768878
ERLEC1,1736.25,0.46886300987,998.223172478
ERLEC1P1,578.0,0.38062283737,1000.0
ERLIN1,2735.66666667,0.461527739422,1000.0
ERLIN2,1847.81818182,0.46411108211,999.714924455
ERMAP,2842.8,0.47690751003,999.763643833
ERMARD,1124.0,0.438648903664,998.460310219
ERMN,1476.88888889,0.424805945057,998.603435843
ERMP1,3535.83333333,0.467097905057,1000.0
ERN1,1631.625,0.525939780437,999.664879967
ERN2,1635.0,0.584503173584,1000.0
ERO1L,1433.0,0.407303777854,998.466769852
ERO1LB,2116.33333333,0.393779391095,999.267881983
ERP27,1127.0,0.425491871593,997.497070239
ERP29,1193.2,0.52721404014,996.00886918
ERP29P1,706.0,0.550991501416,1000.0
ERP44,4854.0,0.388957560775,1000.0
ERRFI1,1492.4,0.498106234947,1000.0
ERV3-1,1602.0,0.466398329076,998.075406556
ERVFRD-1,3191.0,0.472577965657,1000.0
ERVFRD-3,1617.0,0.418058132344,1000.0
ERVH-1,639.0,0.50234741784,936.0
ERVH48-1,2442.0,0.483640919781,998.198847262
ERVK13-1,2221.375,0.519201915801,997.52875629
ERVK3-1,1145.75,0.517945602488,1000.0
ERVMER34-1,2361.66666667,0.512815423953,989.300056102
ERVMER61-1,2313.5,0.370545937289,1000.0
ERVV-1,2202.0,0.470027247956,1000.0
ERVV-2,2431.0,0.469354175237,1000.0
ERVW-1,2298.2,0.481035061426,992.054211623
ERVWE2,1755.0,0.524216524217,1000.0
ESAM,1563.0,0.577073859376,1000.0
ESCO1,2930.25,0.425407404608,995.543672014
ESCO2,1822.5,0.396005918406,998.120082245
ESD,1260.6,0.40194476309,1000.0
ESF1,2343.0,0.369260204082,994.192546211
ESM1,1214.5,0.442590049291,999.693441939
ESPL1,3162.88888889,0.568001324575,999.89063867
ESPN,1112.1,0.662920340465,999.466293046
ESPNL,3414.0,0.666477274497,1000.0
ESPNP,1252.33333333,0.641994504243,998.833916375
ESR1,2595.30769231,0.518196463685,999.67611913
ESR2,2121.0,0.525064730753,1000.0
ESRG,3140.0,0.485031847134,967.690339091
ESRP1,2182.36363636,0.426287261519,999.848400627
ESRP2,1494.83333333,0.58098190162,999.667506926
ESRRA,1356.0,0.653222066358,1000.0
ESRRAP1,1257.0,0.645186953063,1000.0
ESRRAP2,816.666666667,0.518142422797,1000.0
ESRRB,1831.0,0.56637616101,999.379139073
ESRRG,3146.45833333,0.412957788818,999.574596859
ESX1,1495.0,0.596655518395,854.152599595
ESYT1,1269.1,0.54679662899,999.89814279
ESYT2,2546.0,0.502351631838,999.579549277
ESYT3,2545.42857143,0.514653174385,1000.0
ETAA1,1969.0,0.36280944772,989.130434783
ETF1,1535.22222222,0.435068201337,997.944625801
ETF1P1,984.0,0.389227642276,1000.0
ETF1P2,1586.0,0.429382093317,997.455470738
ETF1P3,1160.0,0.375862068966,1000.0
ETFA,943.85,0.431899265769,1000.0
ETFB,1694.4,0.565133141208,968.907753244
ETFDH,1188.375,0.472317570145,998.863319731
ETHE1,812.166666667,0.627017712736,970.220236275
ETNK1,1909.83333333,0.440168650822,999.696757639
ETNK2,981.363636364,0.559224406914,1000.0
ETNPPL,1068.1,0.457963123376,1000.0
ETS1,2198.88888889,0.452235512784,994.143663701
ETS2,2426.75,0.521168275807,999.281498278
ETV1,2341.82608696,0.431901374336,1000.0
ETV2,1141.5,0.657077159439,999.905374716
ETV3,2496.33333333,0.455614187019,999.554707379
ETV3L,1976.0,0.57995951417,1000.0
ETV4,1394.90909091,0.604829077458,994.877796521
ETV5,890.142857143,0.497537457967,1000.0
ETV5-AS1,560.0,0.398214285714,1000.0
ETV6,1621.2,0.484396225513,998.426778243
ETV7,1542.71428571,0.59255470211,1000.0
EVA1A,910.636363636,0.556972158106,999.084345486
EVA1B,876.5,0.702846028346,1000.0
EVA1C,1347.53846154,0.54992894087,999.90815155
EVC,2017.6,0.608322279121,984.541062802
EVC2,4438.25,0.543032586591,1000.0
EVI2A,1751.33333333,0.355126639608,1000.0
EVI2B,1798.0,0.376957107232,1000.0
EVI5,2298.0,0.429990291711,997.198014582
EVI5L,1573.28571429,0.626874831587,999.944842802
EVL,1035.45833333,0.556501433176,999.793763371
EVPL,4111.8,0.632561306803,1000.0
EVPLL,1373.5,0.598042739798,1000.0
EVX1,1612.66666667,0.678706101782,997.582061085
EVX1-AS,536.666666667,0.568927998396,1000.0
EVX2,4203.0,0.528194147038,998.806397708
EWSR1,1841.0,0.518434310451,999.393116453
EXD1,1699.2,0.442832085438,996.918526724
EXD2,2075.07692308,0.4828441698,1000.0
EXD3,1504.83333333,0.648427060811,986.10617903
EXO1,1289.66666667,0.445190913848,1000.0
EXO5,1206.8,0.508711315485,999.954607354
EXOC1,1999.0,0.384948838304,1000.0
EXOC2,1901.66666667,0.461953130504,1000.0
EXOC3,2136.6,0.579759617856,958.619835173
EXOC3L1,1567.71428571,0.650041329441,1000.0
EXOC3L2,1712.5,0.64496725447,1000.0
EXOC3L4,1113.14285714,0.653771570071,995.836586001
EXOC4,865.583333333,0.460192968716,1000.0
EXOC5,2882.90909091,0.392722806406,999.828067913
EXOC5P1,1969.0,0.380396140173,1000.0
EXOC6,2226.85714286,0.379658326703,999.894179894
EXOC6B,1998.125,0.442131806051,999.87296748
EXOC7,1929.4,0.565152609143,1000.0
EXOC7P1,2059.0,0.485186983973,1000.0
EXOC8,5100.0,0.432549019608,1000.0
EXOG,1305.625,0.463591834129,999.790656636
EXOGP1,997.0,0.465396188566,1000.0
EXOSC1,742.454545455,0.497979774292,1000.0
EXOSC10,1209.63636364,0.500036967733,993.969986776
EXOSC2,1508.09090909,0.495972481426,999.963910643
EXOSC3,836.875,0.447796028615,1000.0
EXOSC3P1,500.0,0.402,1000.0
EXOSC3P2,497.0,0.406438631791,1000.0
EXOSC4,852.666666667,0.627100546408,1000.0
EXOSC5,683.6,0.59979666324,1000.0
EXOSC6,5153.0,0.457209392587,964.77913991
EXOSC7,916.272727273,0.514832952471,1000.0
EXOSC8,826.272727273,0.418781566528,999.962262727
EXOSC9,1233.91666667,0.411438867609,999.978455705
EXPH5,4759.0,0.42603792867,998.591041646
EXT1,3472.0,0.468607618254,999.798126615
EXT2,1617.0,0.490510614019,1000.0
EXTL1,1545.0,0.610409150082,1000.0
EXTL2,1816.57142857,0.394788384692,1000.0
EXTL2P1,416.0,0.377403846154,1000.0
EXTL3,1624.64285714,0.515692487801,999.084063092
EXTL3-AS1,1476.75,0.519128223962,999.864019581
EYA1,2792.0,0.441011390379,999.789171867
EYA2,1347.3,0.525883175489,1000.0
EYA3,3179.625,0.45143864182,998.469496206
EYA4,2537.28571429,0.438194155706,1000.0
EYS,4313.92307692,0.397877439209,999.907311285
EZH1,1559.875,0.479511887259,999.780412824
EZH2,2268.9,0.447866841618,999.078203582
EZH2P1,291.0,0.408934707904,1000.0
EZR,2513.25,0.510131302691,1000.0
EZR-AS1,217.0,0.557603686636,1000.0
Evf-2_5p,142.0,0.394366197183,1000.0
Evf1_1,180.0,0.316666666667,1000.0
Evf1_2,207.0,0.333333333333,1000.0
F10,1143.85714286,0.597808803903,1000.0
F10-AS1,417.0,0.458033573141,1000.0
F11,1165.28571429,0.430318116628,999.47957325
F11-AS1,880.25,0.482329205104,1000.0
F11R,2092.66666667,0.50695199087,998.677325866
F12,1203.66666667,0.674963258977,1000.0
F13A1,1139.5,0.491955093793,1000.0
F13B,1406.5,0.353369175953,1000.0
F2,1211.6,0.603477497965,1000.0
F2R,2131.5,0.54798499836,1000.0
F2RL1,1760.5,0.478072114509,1000.0
F2RL2,2408.0,0.430524936486,996.925329429
F2RL3,2043.0,0.661031804895,995.518936109
F3,1457.75,0.450708728928,997.803684469
F5,4886.33333333,0.42289394068,969.599775274
F7,1713.33333333,0.60420629301,993.875070779
F8,2695.2,0.444977363881,1000.0
F8A1,1713.0,0.64740221833,993.525603296
F8A2,1116.0,0.73835125448,990.01814882
F8A3,1759.0,0.654917566799,993.696275072
F9,1475.33333333,0.398878453488,1000.0
FA2H,1381.2,0.566435612914,999.805919457
FAAH,1052.0,0.616015995385,1000.0
FAAH2,963.333333333,0.444585873071,1000.0
FAAHP1,752.75,0.555346565849,1000.0
FABP1,1256.0,0.480632630089,998.968963007
FABP12,527.0,0.410933672015,1000.0
FABP12P1,322.0,0.44099378882,1000.0
FABP2,2478.0,0.346246973366,999.594155844
FABP3,644.5,0.500207991056,998.945147679
FABP3P2,399.0,0.458646616541,1000.0
FABP4,709.75,0.380323896343,1000.0
FABP5,793.0,0.440905096651,1000.0
FABP5P1,411.0,0.442822384428,1000.0
FABP5P10,408.0,0.448529411765,1000.0
FABP5P11,397.0,0.448362720403,1000.0
FABP5P12,389.0,0.398457583548,1000.0
FABP5P13,328.0,0.460365853659,1000.0
FABP5P14,393.0,0.419847328244,1000.0
FABP5P15,214.0,0.369158878505,1000.0
FABP5P2,408.0,0.44362745098,1000.0
FABP5P3,717.5,0.441133512801,997.532082922
FABP5P4,171.0,0.385964912281,1000.0
FABP5P5,406.0,0.408866995074,1000.0
FABP5P6,409.0,0.39608801956,1000.0
FABP5P7,405.0,0.444444444444,1000.0
FABP6,634.25,0.54669991636,1000.0
FABP7,1556.0,0.415311675909,999.276061776
FABP7P1,391.0,0.404092071611,1000.0
FABP7P2,379.0,0.440633245383,1000.0
FABP9,497.0,0.408450704225,1000.0
FADD,1841.0,0.586094513851,1000.0
FADS1,1107.95238095,0.558666001774,999.458949772
FADS2,1514.2,0.561799382209,1000.0
FADS2P1,1446.0,0.474412171508,1000.0
FADS3,1405.23076923,0.607938664978,999.433962264
FADS6,1350.6,0.617269795344,977.249068477
FAF1,1915.4,0.448283093547,999.954054675
FAF2,1260.16666667,0.459578569319,999.465458754
FAF2P1,1298.0,0.452234206471,1000.0
FAH,1247.53846154,0.54941649669,999.964021012
FAHD1,1635.0,0.549919595998,999.489795918
FAHD2A,1541.33333333,0.565822760551,1000.0
FAHD2B,1006.16666667,0.566418739483,998.863515212
FAHD2CP,913.2,0.591395531774,999.158937966
FAHD2P1,939.0,0.531416400426,1000.0
FAIM,1119.44444444,0.411450798709,1000.0
FAIM2,1510.0,0.573115039049,1000.0
FAIM3,941.777777778,0.549322978226,1000.0
FAM101A,1382.16666667,0.623732720965,1000.0
FAM101B,3621.0,0.509803921569,999.168283892
FAM102A,2326.42857143,0.58280347894,1000.0
FAM102B,5172.66666667,0.435999654339,996.978309911
FAM103A1,1568.0,0.383928571429,996.782496782
FAM103A2P,354.0,0.477401129944,1000.0
FAM104A,1146.85714286,0.564670148691,986.559800267
FAM104B,972.571428571,0.428185818108,998.885140352
FAM105A,1520.33333333,0.414966806564,1000.0
FAM106A,2281.0,0.471284524331,999.558888399
FAM106CP,507.0,0.459566074951,1000.0
FAM106DP,501.0,0.449101796407,1000.0
FAM107A,2015.42857143,0.57574648181,999.159983625
FAM107B,1231.4,0.429646228976,1000.0
FAM108A8P,595.0,0.655462184874,1000.0
FAM108A9P,574.0,0.646341463415,1000.0
FAM109A,2122.0,0.662490136743,1000.0
FAM109B,1436.0,0.63284964052,1000.0
FAM110A,1660.5,0.632250181752,1000.0
FAM110B,1020.28571429,0.516834658728,999.791388518
FAM110C,1594.33333333,0.43618397751,1000.0
FAM110D,1524.0,0.652887139108,1000.0
FAM111A,2296.27272727,0.439730354664,998.291678128
FAM111B,2288.66666667,0.37832456589,1000.0
FAM114A1,1538.28571429,0.464205926377,999.634063522
FAM114A2,1183.88888889,0.451033098699,999.937282055
FAM115A,2030.85714286,0.54128981395,1000.0
FAM115B,2232.0,0.549731182796,1000.0
FAM115C,3198.0,0.55769349857,999.714221983
FAM115D,2421.0,0.570425444031,1000.0
FAM117A,901.583333333,0.591774448698,1000.0
FAM117B,3265.5,0.49637063758,993.488084423
FAM118A,915.375,0.529571998516,988.893043412
FAM118B,1222.44444444,0.453646037096,999.644254714
FAM120A,2535.2,0.487261859429,1000.0
FAM120AOS,1551.72727273,0.501869393878,1000.0
FAM120B,3698.33333333,0.447482094612,970.17756487
FAM120C,3387.5,0.532822060436,997.07820465
FAM122A,4554.0,0.407334211682,999.779735683
FAM122B,1889.0,0.459770975786,998.787133414
FAM122C,1397.23076923,0.437141284185,994.30463652
FAM124A,2447.2,0.542763263968,999.452285654
FAM124B,2377.66666667,0.483295418015,999.503968254
FAM126A,2909.33333333,0.440230424298,999.476647505
FAM126B,2033.27272727,0.402002249356,997.763993511
FAM127A,791.666666667,0.582893160796,1000.0
FAM127B,839.75,0.579486006449,1000.0
FAM127C,2026.0,0.511846001974,1000.0
FAM129A,2414.6,0.440880676527,999.726499945
FAM129B,1490.0,0.614721914456,997.924441143
FAM129C,2034.83333333,0.616644980429,998.953332484
FAM131A,1675.4,0.60640406153,996.993507041
FAM131B,3224.11111111,0.564584469627,1000.0
FAM131C,1385.0,0.678960005488,1000.0
FAM132A,705.2,0.687946356672,1000.0
FAM132B,1349.57142857,0.637522117523,1000.0
FAM133A,3225.5,0.345992923842,1000.0
FAM133B,1132.0,0.397064443828,999.459528808
FAM133CP,704.0,0.366477272727,1000.0
FAM133DP,691.0,0.377713458755,997.045790251
FAM134A,1347.6,0.56906075249,999.025488465
FAM134B,1583.16666667,0.440191927335,999.735293448
FAM134C,1296.41666667,0.54658446861,998.939873614
FAM135A,3032.5625,0.395669842433,1000.0
FAM135B,2349.63636364,0.456533763331,999.90512264
FAM136A,1184.66666667,0.541791172226,1000.0
FAM136BP,417.0,0.541966426859,1000.0
FAM138A,888.5,0.534435194837,1000.0
FAM138B,1181.0,0.530832662912,1000.0
FAM138C,897.0,0.531653832654,1000.0
FAM138D,1193.0,0.521817535394,1000.0
FAM138E,888.5,0.533166507218,1000.0
FAM138F,1193.0,0.528940502932,1000.0
FAM13A,2103.54545455,0.445709411521,999.983003896
FAM13A-AS1,2831.5,0.435039617075,999.061326658
FAM13A-AS1_1,119.0,0.36974789916,1000.0
FAM13A-AS1_2,108.0,0.546296296296,1000.0
FAM13B,1485.81818182,0.420988212459,999.195494771
FAM13C,1625.15,0.472314682291,1000.0
FAM149A,1353.66666667,0.518297516575,998.276674965
FAM149B1,1837.0,0.433458544525,999.652391546
FAM149B1P1,1610.0,0.45900621118,1000.0
FAM150A,876.5,0.528426581145,1000.0
FAM150B,695.375,0.490851962076,1000.0
FAM151A,1724.5,0.59569203722,1000.0
FAM151B,1194.0,0.446814724198,1000.0
FAM153A,926.217391304,0.489309749733,980.421756784
FAM153B,1120.47619048,0.469195994648,985.100833659
FAM153C,729.461538462,0.466835886564,999.502116007
FAM154A,1580.75,0.520248461408,999.206389032
FAM154B,994.0,0.469284524195,1000.0
FAM155A,8503.0,0.396683523462,994.227824243
FAM155A-IT1,819.0,0.432234432234,996.273291925
FAM155B,4013.0,0.588587091951,998.999749937
FAM156A,1288.39130435,0.556340107799,999.166713414
FAM156B,1547.875,0.562991291907,999.282104285
FAM157A,1146.5,0.588248384093,989.015817223
FAM157B,1536.5,0.576335543437,985.184907142
FAM157C,1150.8,0.517310538998,994.810590796
FAM159A,1180.25,0.555166779228,988.6385546
FAM159B,694.8,0.481610738032,991.514467919
FAM160A1,1465.5,0.46502719418,999.942421079
FAM160A2,2391.8,0.581846720768,1000.0
FAM160B1,2453.75,0.462612458277,999.827467219
FAM160B2,1574.61538462,0.608909720223,995.704772721
FAM161A,2611.14285714,0.39482253565,998.743496121
FAM161B,2721.5,0.460271680257,999.876968504
FAM162A,1622.66666667,0.436118892112,1000.0
FAM162B,1036.0,0.510617760618,1000.0
FAM163A,2909.0,0.583361980062,992.74611399
FAM163B,971.0,0.647711997174,1000.0
FAM166A,1183.0,0.605717071383,1000.0
FAM166B,858.666666667,0.555141997406,998.233837627
FAM167A,1616.28571429,0.593594942532,999.404761905
FAM167B,936.0,0.633547008547,997.830802603
FAM168A,2780.75,0.533921120795,981.889723667
FAM168B,3114.5,0.554958669403,1000.0
FAM169A,3683.85714286,0.412132200713,999.418957407
FAM169B,1937.0,0.518698727343,963.002436054
FAM170A,1181.28571429,0.504109972115,1000.0
FAM170B,1401.0,0.584582441113,1000.0
FAM170B-AS1,1051.0,0.455805373734,1000.0
FAM171A1,1724.66666667,0.564843555693,1000.0
FAM171A2,1487.0,0.66996866349,1000.0
FAM171B,3383.0,0.43340473008,996.831609287
FAM172A,1347.33333333,0.416574003455,1000.0
FAM172BP,1089.0,0.396694214876,1000.0
FAM173A,908.625,0.711320971794,1000.0
FAM173B,1022.28571429,0.433626132321,1000.0
FAM174A,910.333333333,0.482838213989,1000.0
FAM174B,705.583333333,0.509310715124,999.820014399
FAM175A,1698.55555556,0.409227388874,997.236028331
FAM175B,2992.0,0.405414438503,1000.0
FAM177A1,1338.63636364,0.451733450838,995.646013258
FAM177A1P1,473.0,0.418604651163,995.642701525
FAM177B,907.833333333,0.413429088385,1000.0
FAM178A,3064.8,0.432486470103,998.463059503
FAM178B,1288.71428571,0.606016159451,997.75518983
FAM179A,3508.57142857,0.539681502088,998.963660959
